FFT_IP,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Area Team Code,Code,Name,Site Code,Site Name,Ward Name,Total Responses,Total Eligible,Response Rate,Friends and Family Test Score,Extremely Likely,Likely,Neither,Unlikely,Extremely Unlikely,Don't Know,First specialty,Second specialty
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,Countess Of Chester Hospital - RJR05,Ward 51,0,54,0,NA,0,0,0,0,0,0,340 - RESPIRATORY MEDICINE,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,Countess Of Chester Hospital - RJR05,Ward 52,33,144,0.229166667,72,26,3,1,0,2,1,100 - GENERAL SURGERY,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,Countess Of Chester Hospital - RJR05,Ward 53,133,277,0.480144404,79,105,23,2,0,0,3,502 - GYNAECOLOGY,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,Countess Of Chester Hospital - RJR05,Ward 54,33,97,0.340206186,87,27,2,0,0,1,3,100 - GENERAL SURGERY,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,Ellesmere Port Hospital - RJR60,Diamond Ward,0,14,0,NA,0,0,0,0,0,0,314 - REHABILITATION,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,Ellesmere Port Hospital - RJR60,Emerald Ward,0,18,0,NA,0,0,0,0,0,0,314 - REHABILITATION,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,Ellesmere Port Hospital - RJR60,Ruby Ward,1,19,0.052631579,-100,*,*,*,*,*,*,314 - REHABILITATION,0
Q44,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,Ellesmere Port Hospital - RJR60,Sapphire Ward,1,37,0.027027027,100,*,*,*,*,*,*,314 - REHABILITATION,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN63,Congleton War Memorial Hospital - RJN63,Aston,9,29,0.310344828,63,5,3,0,0,0,1,314 - REHABILITATION,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,CCU,10,15,0.666666667,100,10,0,0,0,0,0,320 - CARDIOLOGY,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Observation,0,29,0,NA,0,0,0,0,0,0,180 - ACCIDENT & EMERGENCY,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Regency,0,15,0,NA,0,0,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,120 - ENT
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 1,27,156,0.173076923,67,19,7,0,1,0,0,100 - GENERAL SURGERY,502 - GYNAECOLOGY
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 1 (A),22,61,0.360655738,71,15,6,0,0,0,1,100 - GENERAL SURGERY,502 - GYNAECOLOGY
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 10,12,22,0.545454545,50,8,2,1,1,0,0,314 - REHABILITATION,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 11,12,35,0.342857143,80,8,2,0,0,0,2,300 - GENERAL MEDICINE,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 3,60,82,0.731707317,67,41,15,2,0,0,2,300 - GENERAL MEDICINE,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 4,41,108,0.37962963,68,24,9,1,0,0,7,340 - RESPIRATORY MEDICINE,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 5,30,73,0.410958904,68,21,5,1,1,0,2,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 6,23,98,0.234693878,82,19,2,1,0,0,1,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 7,25,71,0.352112676,84,21,4,0,0,0,0,300 - GENERAL MEDICINE,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 8 (MAU),73,138,0.528985507,78,54,11,1,1,0,6,300 - GENERAL MEDICINE,0
Q44,RJN,EAST CHESHIRE NHS TRUST,RJN71,Macclesfield District General Hospital - RJN71,Ward 9 (Egerton),66,57,1.157894737,80,54,9,1,1,0,1,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,1,62,81,0.765432099,72,44,17,0,0,0,1,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,10,23,164,0.140243902,61,16,5,1,1,0,0,100 - GENERAL SURGERY,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,12,59,162,0.364197531,73,44,14,1,0,0,0,100 - GENERAL SURGERY,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,13,51,101,0.504950495,65,35,14,1,1,0,0,100 - GENERAL SURGERY,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,14,3,21,0.142857143,100,*,*,*,*,*,*,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,15,30,79,0.379746835,83,25,5,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,18,25,53,0.471698113,67,18,4,1,0,1,1,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,2,8,57,0.140350877,88,*,*,*,*,*,*,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,21b,12,13,0.923076923,75,9,3,0,0,0,0,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,4,44,79,0.556962025,81,35,8,0,0,0,1,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,5,90,107,0.841121495,82,74,16,0,0,0,0,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,6,12,46,0.260869565,83,10,2,0,0,0,0,314 - REHABILITATION,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,7,36,67,0.537313433,44,22,8,3,2,1,0,300 - GENERAL MEDICINE,0
Q44,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,RBT20,Leighton Hospital - RBT20,9,51,73,0.698630137,94,48,3,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q44,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,REN20,The Clatterbridge Cancer Centre - REN20,Conway,10,22,0.454545455,100,10,0,0,0,0,0,800 - CLINICAL ONCOLOGY,370 - MEDICAL ONCOLOGY
Q44,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,REN20,The Clatterbridge Cancer Centre - REN20,Mersey,28,66,0.424242424,100,28,0,0,0,0,0,800 - CLINICAL ONCOLOGY,370 - MEDICAL ONCOLOGY
Q44,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,REN20,The Clatterbridge Cancer Centre - REN20,Sulby,43,83,0.518072289,91,39,4,0,0,0,0,370 - MEDICAL ONCOLOGY,800 - CLINICAL ONCOLOGY
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWHG,Halton Hospital - RWWHG,W-B4-H - Ward B4 - Halton,35,45,0.777777778,94,32,2,0,0,0,1,100 - General Surgery,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWHG,Halton Hospital - RWWHG,W-CM1-H - Ward 1 - Treatment Centre,52,87,0.597701149,98,50,1,0,0,0,1,110 - Trauma & Orthopaedics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A1A - Ward A1 Asst,49,236,0.207627119,60,33,11,2,0,2,1,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A2A - Ward A2 Admission,55,136,0.404411765,89,48,4,1,0,0,2,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A3OPAL - Ward A3 Opal,19,63,0.301587302,79,15,4,0,0,0,0,300 - General Medicine,430 - Geriatric Medicine
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A4 - Ward A4,64,130,0.492307692,63,43,18,1,2,0,0,100 - General Surgery,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A5 - Ward A5,28,115,0.243478261,70,21,4,2,0,0,1,100 - General Surgery,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A6 - Ward A6,36,142,0.253521127,48,18,13,1,0,1,3,100 - General Surgery,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A7 - Ward A7,22,53,0.41509434,50,14,5,0,0,3,0,340 - Respiratory Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A8 - Ward A8,18,58,0.310344828,82,14,3,0,0,0,1,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-A9 - Ward A9,21,94,0.223404255,65,14,5,0,0,1,1,110 - Trauma & Orthopaedics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B11B - Ward B11,0,13,0,NA,0,0,0,0,0,0,420 - Paediatrics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B11C - Ward B11,0,5,0,NA,0,0,0,0,0,0,420 - Paediatrics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B12 - Ward B12,19,38,0.5,44,9,5,1,0,1,3,430 - Geriatric Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B14 - Ward B14,0,53,0,NA,0,0,0,0,0,0,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B18 - Ward B18,17,32,0.53125,88,15,2,0,0,0,0,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-B19 - Ward B19,28,45,0.622222222,71,21,6,1,0,0,0,110 - Trauma & Orthopaedics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-C20 - Ward C20,65,115,0.565217391,86,56,7,1,0,0,1,502 - Gynaecology,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-C21 - Ward C21,26,82,0.317073171,76,20,4,1,0,0,1,320 - Cardiology,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-C22 - Ward C22,30,66,0.454545455,69,22,5,1,1,0,1,301 - Gastroenterology,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-C23 - Ward C23,0,2,0,NA,0,0,0,0,0,0,502 - Gynaecology,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-CCU - Ccu,11,15,0.733333333,82,*,*,*,*,*,*,320 - Cardiology,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-CDU - Clinical Decision Unit,0,429,0,NA,0,0,0,0,0,0,180 - Accident & Emergency,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-CL - Catheter Lab,0,2,0,NA,0,0,0,0,0,0,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-ICU - Intensive Care Unit,2,6,0.333333333,50,*,*,*,*,*,*,192 - Critical Care Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-PAU - Paediatric Assessment Unit,0,1,0,NA,0,0,0,0,0,0,420 - Paediatrics,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-SAU - Surgical Assessment Unit,0,103,0,NA,0,0,0,0,0,0,100 - General Surgery,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-UCC - Urgent Care Centre,0,42,0,NA,0,0,0,0,0,0,300 - General Medicine,0
Q44,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,RWWWH,Warrington Hospital - RWWWH,W-W.DL - Discharge Lounge,0,17,0,NA,0,0,0,0,0,0,300 - General Medicine,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,10,18,78,0.230769231,33,10,4,1,0,3,0,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,11,14,59,0.237288136,85,11,2,0,0,0,1,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,12,36,78,0.461538462,86,31,5,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,14,49,184,0.266304348,60,34,7,5,0,1,2,101 - UROLOGY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,17,21,106,0.198113208,81,17,4,0,0,0,0,100 - GENERAL SURGERY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,18,16,116,0.137931034,93,13,1,0,0,0,2,100 - GENERAL SURGERY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,21,14,67,0.208955224,92,12,1,0,0,0,1,430 - GERIATRIC MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,22,6,75,0.08,83,5,1,0,0,0,0,430 - GERIATRIC MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,23,32,94,0.340425532,84,28,3,1,0,0,0,430 - GERIATRIC MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,24,24,59,0.406779661,74,19,2,1,1,0,1,430 - GERIATRIC MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,26,35,83,0.421686747,66,20,8,0,0,1,6,300 - GENERAL MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,30,17,36,0.472222222,100,14,0,0,0,0,3,823 - HAEMATOLOGY,300 - GENERAL MEDICINE
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,32,42,130,0.323076923,92,36,1,1,0,0,4,320 - CARDIOLOGY,300 - GENERAL MEDICINE
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,33 & HAC,28,161,0.173913043,67,19,7,1,0,0,1,320 - CARDIOLOGY,300 - GENERAL MEDICINE
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,36,28,99,0.282828283,38,15,6,2,2,1,2,301 - GASTROENTEROLOGY,300 - GENERAL MEDICINE
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,38,54,119,0.453781513,82,41,9,0,0,0,4,340 - RESPIRATORY MEDICINE,300 - GENERAL MEDICINE
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,54,26,186,0.139784946,81,22,3,1,0,0,0,502 - GYNAECOLOGY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,CCU,19,26,0.730769231,100,19,0,0,0,0,0,320 - CARDIOLOGY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,EDRU,29,126,0.23015873,100,29,0,0,0,0,0,300 - GENERAL MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,FAAU,15,236,0.063559322,45,7,2,2,0,0,4,300 - GENERAL MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,HDU,0,3,0,NA,0,0,0,0,0,0,192 - CRITICAL CARE MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,ITU,0,1,0,NA,0,0,0,0,0,0,192 - CRITICAL CARE MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,MAAU,108,162,0.666666667,70,83,7,3,3,6,6,300 - GENERAL MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,OPAU,30,127,0.236220472,83,25,5,0,0,0,0,430 - GERIATRIC MEDICINE,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,Parksuite,13,63,0.206349206,82,9,2,0,0,0,2,100 - GENERAL SURGERY,110 - TRAUMA & ORTHOPAEDICS
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL14,Arrowe Park Hospital - RBL14,SAU,25,133,0.187969925,68,18,6,0,0,1,0,100 - GENERAL SURGERY,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL20,Clatterbridge Hospital - RBL20,M1,37,116,0.318965517,95,35,2,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q44,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,RBL20,Clatterbridge Hospital - RBL20,M2,10,78,0.128205128,90,9,1,0,0,0,0,100 - GENERAL SURGERY,0
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,Bishop Auckland Hospital - RXPBA,Ward 16 - BAH,19,47,0.404255319,95,18,1,0,0,0,0,300 - GENERAL MEDICINE,314 - REHABILITATION
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,Bishop Auckland Hospital - RXPBA,Ward 17 - BAH,1,0,NA,100,*,*,*,*,*,*,300 - GENERAL MEDICINE,314 - REHABILITATION
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,Bishop Auckland Hospital - RXPBA,Ward 18 - BAH,72,73,0.98630137,99,69,1,0,0,0,2,100 - GENERAL SURGERY,314 - REHABILITATION
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,Bishop Auckland Hospital - RXPBA,Ward 4 - BAH,9,31,0.290322581,50,*,*,*,*,*,*,300 - GENERAL MEDICINE,314 - REHABILITATION
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,CCU Darlington,17,28,0.607142857,81,13,3,0,0,0,1,192 - CRITICAL CARE MEDICINE,300 - GENERAL MEDICINE
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,SSU - DMH,18,116,0.155172414,85,11,2,0,0,0,5,100 - GENERAL SURGERY,0
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,Ward 14 Darlington,46,162,0.283950617,73,32,7,2,0,0,5,326 - ACUTE INTERNAL MEDICINE,300 - GENERAL MEDICINE
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,Ward 31,55,180,0.305555556,56,33,12,3,0,2,5,110 - TRAUMA & ORTHOPAEDICS,100 - GENERAL SURGERY
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,Ward 32,54,141,0.382978723,55,27,19,0,0,1,7,100 - GENERAL SURGERY,0
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,Ward 33,57,84,0.678571429,57,24,18,0,0,0,15,100 - GENERAL SURGERY,0
Q45,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,Darlington Memorial Hospital - RXPDA,Ward 34,31,80,0.3875,72,22,6,1,0,0,2,100 - GENERAL SURGERY,0
